   4.4000000e+07   4.4000000e+07
   4.8414383e+07   4.4637863e+07
   5.2878803e+07   4.5288005e+07
   5.7395749e+07   4.5950788e+07
   6.1967396e+07   4.6626584e+07
   6.6595710e+07   4.7315784e+07
   7.1282512e+07   4.8018793e+07
   7.6029528e+07   4.8736031e+07
   8.0838421e+07   4.9467938e+07
   8.5710817e+07   5.0214970e+07
   9.0648318e+07   5.0977602e+07
   9.5652522e+07   5.1756332e+07
   1.0072503e+08   5.2551676e+07
   1.0586745e+08   5.3364174e+07
   1.1108142e+08   5.4194389e+07
   1.1636858e+08   5.5042910e+07
   1.2173063e+08   5.5910350e+07
   1.2716928e+08   5.6797352e+07
   1.3268629e+08   5.7704587e+07
   1.3828344e+08   5.8632759e+07
   1.4396259e+08   5.9582602e+07
   1.4972561e+08   6.0554886e+07
   1.5557444e+08   6.1550420e+07
   1.6151107e+08   6.2570049e+07
   1.6753754e+08   6.3614661e+07
   1.7365596e+08   6.4685189e+07
   1.7986848e+08   6.5782610e+07
   1.8617734e+08   6.6907955e+07
   1.9258482e+08   6.8062304e+07
   1.9909329e+08   6.9246797e+07
   2.0570519e+08   7.0462632e+07
   2.1242303e+08   7.1711073e+07
   2.1924940e+08   7.2993451e+07
   2.2618698e+08   7.4311172e+07
   2.3323852e+08   7.5665721e+07
   2.4040688e+08   7.7058666e+07
   2.4769501e+08   7.8491665e+07
   2.5510595e+08   7.9966474e+07
   2.6264284e+08   8.1484954e+07
   2.7030895e+08   8.3049075e+07
   2.7810763e+08   8.4660930e+07
   2.8604238e+08   8.6322740e+07
   2.9411678e+08   8.8036869e+07
   3.0233459e+08   8.9805828e+07
   3.1069966e+08   9.1632295e+07
   3.1921600e+08   9.3519124e+07
   3.2788775e+08   9.5469360e+07
   3.3671923e+08   9.7486258e+07
   3.4571490e+08   9.9573298e+07
   3.5487938e+08   1.0173421e+08
   3.6421749e+08   1.0397298e+08
   3.7373420e+08   1.0629391e+08
   3.8343471e+08   1.0870161e+08
   3.9332439e+08   1.1120103e+08
   4.0340885e+08   1.1379753e+08
   4.1369390e+08   1.1649688e+08
   4.2418558e+08   1.1930531e+08
   4.3489021e+08   1.2222958e+08
   4.4581433e+08   1.2527700e+08
   4.5696477e+08   1.2845554e+08
   4.6834864e+08   1.3177385e+08
   4.7997336e+08   1.3524135e+08
   4.9184666e+08   1.3886834e+08
   5.0397659e+08   1.4266610e+08
   5.1637158e+08   1.4664697e+08
   5.2904042e+08   1.5082453e+08
   5.4199229e+08   1.5521374e+08
   5.5523677e+08   1.5983111e+08
   5.6878392e+08   1.6469489e+08
   5.8264422e+08   1.6982538e+08
   5.9682867e+08   1.7524513e+08
   6.1134877e+08   1.8097931e+08
   6.2621659e+08   1.8705613e+08
   6.4144476e+08   1.9350723e+08
   6.5704657e+08   2.0036831e+08
   6.7303593e+08   2.0767975e+08
   6.8942746e+08   2.1548739e+08
   7.0623654e+08   2.2384353e+08
   7.2347934e+08   2.3280809e+08
   7.4117285e+08   2.4245003e+08
   7.5933500e+08   2.5284917e+08
   7.7798465e+08   2.6409835e+08
   7.9714169e+08   2.7630626e+08
   8.1682714e+08   2.8960092e+08
   8.3706315e+08   3.0413422e+08
   8.5787315e+08   3.2008776e+08
   8.7928193e+08   3.3768041e+08
   9.0131570e+08   3.5717850e+08
   9.2400224e+08   3.7890932e+08
   9.4737100e+08   4.0327971e+08
   9.7145322e+08   4.3080172e+08
   9.9628209e+08   4.6212899e+08
   1.0218929e+09   4.9810937e+08
   1.0483231e+09   5.3986276e+08
   1.0756128e+09   5.8889982e+08
   1.1038045e+09   6.4730860e+08
   1.1329437e+09   7.1805966e+08
   1.1630790e+09   8.0552726e+08
   1.1942624e+09   9.1642969e+08
   1.2265495e+09   1.0616421e+09
   1.2600000e+09   1.2600000e+09
